tick,agentId,energy,belief,llr,neighborsCount,speed,distanceTraveled,resourcesGathered,isSleeper
920,38,0,0.911,-2.33,3,1.69,924,2,0
920,39,39.3,0.815,-1.482,0,1.41,945,80,0
920,40,0,0.637,-0.56,1,0.98,520,0,0
920,41,0,0.891,-2.101,1,1.39,1240,33,0
920,42,99.8,0.921,-2.457,2,1.74,1367,349,0
920,43,0,0.91,-2.309,3,0.73,410,0,0
920,44,0,0.869,-1.891,1,2.3,1574,49,0
920,45,0,0.874,-1.933,5,1.47,967,0,0
920,46,21.3,0.73,-0.996,0,1.45,1362,75,0
920,47,56.7,0.911,-2.326,1,1.55,1176,105,1
920,48,0,0.931,-2.603,1,1.27,834,0,1
920,49,0,0.912,-2.34,3,1.35,916,0,0
920,50,0,0.976,-3.706,2,0.54,332,0,1
925,1,0,0.899,-2.186,1,1.43,899,0,0
925,2,0,0.924,-2.5,2,1.46,885,0,0
925,3,64.7,0.926,-2.52,1,0.84,820,124,0
925,4,28.2,0.353,0.606,0,0.32,369,50,0
925,5,0,0.806,-1.423,4,2.15,1357,47,0
925,6,0,0.862,-1.83,0,1.62,881,0,0
925,7,79.1,0.924,-2.492,1,0.89,775,127,0
925,8,0,0.942,-2.788,2,1.22,646,0,1
925,9,54.7,0.83,-1.587,0,2.41,1411,160,0
925,10,0,0.785,-1.297,3,1.36,855,0,0
925,11,19.9,0.839,-1.651,1,1.45,1375,173,0
925,12,94.4,0.773,-1.227,2,1.04,1133,286,0
925,13,0,0.92,-2.44,1,0.49,413,0,0
925,14,0,0.923,-2.48,3,1.31,687,0,0
925,15,67.2,0.839,-1.648,1,1.71,1287,136,0
925,16,73.3,0.775,-1.238,1,2.3,1307,175,0
925,17,0,0.825,-1.551,4,1.49,950,0,0
925,18,0,0.652,-0.627,2,1.9,821,0,0
925,19,0,0.9,-2.199,1,1.29,871,27,0
925,20,2.5,0.77,-1.206,1,0.54,718,58,0
925,21,0,0.861,-1.827,4,1.33,834,0,0
925,22,46.8,0.838,-1.645,0,2.18,1635,132,0
925,23,0,0.92,-2.438,1,0.98,1065,46,0
925,24,0,0.742,-1.055,0,2.05,969,31,0
925,25,0,0.933,-2.63,2,1.13,890,0,1
925,26,0,0.802,-1.4,2,0.76,665,0,0
925,27,0,0.807,-1.428,6,1.53,834,1,0
925,28,0,0.809,-1.445,0,1.06,919,34,0
925,29,0,0.91,-2.318,1,1.24,483,0,0
925,30,0,0.941,-2.771,2,0.41,307,0,1
925,31,0,0.946,-2.864,1,1.03,1176,47,1
925,32,56.5,0.927,-2.547,1,1.71,1579,110,0
925,33,0,0.823,-1.536,4,1.78,984,32,0
925,34,0,0.918,-2.41,1,1.37,880,22,0
925,35,0,0.912,-2.344,5,1.83,1176,33,0
925,36,10.5,0.844,-1.686,0,1.6,1448,80,0
925,37,11.3,0.775,-1.235,2,2.39,2194,93,0
925,38,0,0.911,-2.33,3,1.69,924,2,0
925,39,38.6,0.81,-1.449,0,1.37,951,80,0
925,40,0,0.637,-0.56,1,0.98,520,0,0
925,41,0,0.891,-2.101,1,1.39,1240,33,0
925,42,99,0.922,-2.471,2,1.79,1375,349,0
925,43,0,0.91,-2.309,3,0.73,410,0,0
925,44,0,0.869,-1.891,1,2.3,1574,49,0
925,45,0,0.874,-1.933,5,1.47,967,0,0
925,46,20.5,0.725,-0.971,0,1.46,1370,75,0
925,47,59.3,0.949,-2.934,1,1.54,1184,108,1
925,48,0,0.931,-2.603,1,1.27,834,0,1
925,49,0,0.912,-2.34,3,1.35,916,0,0
925,50,0,0.976,-3.706,2,0.54,332,0,1
930,1,0,0.899,-2.186,1,1.43,899,0,0
930,2,0,0.924,-2.5,2,1.46,885,0,0
930,3,64.1,0.928,-2.552,1,0.84,825,124,0
930,4,27.7,0.348,0.628,0,0.28,371,50,0
930,5,0,0.806,-1.423,4,2.15,1357,47,0
930,6,0,0.862,-1.83,0,1.62,881,0,0
930,7,78.5,0.929,-2.575,1,0.88,779,127,0
930,8,0,0.942,-2.788,2,1.22,646,0,1
930,9,53.8,0.825,-1.552,0,2.37,1423,160,0
930,10,0,0.785,-1.297,3,1.36,855,0,0
930,11,19.1,0.84,-1.659,1,1.44,1383,173,0
930,12,93.8,0.773,-1.223,2,1.05,1138,286,0
930,13,0,0.92,-2.44,1,0.49,413,0,0
930,14,0,0.923,-2.48,3,1.31,687,0,0
930,15,66.4,0.835,-1.625,1,1.73,1296,136,0
930,16,72.3,0.774,-1.23,1,2.27,1318,175,0
930,17,0,0.825,-1.551,4,1.49,950,0,0
930,18,0,0.652,-0.627,2,1.9,821,0,0
930,19,0,0.9,-2.199,1,1.29,871,27,0
930,20,2,0.772,-1.222,1,0.51,721,58,0
930,21,0,0.861,-1.827,4,1.33,834,0,0
930,22,45.9,0.833,-1.604,1,2.18,1646,132,0
930,23,0,0.92,-2.438,1,0.98,1065,46,0
930,24,0,0.742,-1.055,0,2.05,969,31,0
930,25,0,0.933,-2.63,2,1.13,890,0,1
930,26,0,0.802,-1.4,2,0.76,665,0,0
930,27,0,0.807,-1.428,6,1.53,834,1,0
930,28,0,0.809,-1.445,0,1.06,919,34,0
930,29,0,0.91,-2.318,1,1.24,483,0,0
930,30,0,0.941,-2.771,2,0.41,307,0,1
930,31,0,0.946,-2.864,1,1.03,1176,47,1
930,32,55.7,0.923,-2.478,1,1.69,1588,110,0
930,33,0,0.823,-1.536,4,1.78,984,32,0
930,34,0,0.918,-2.41,1,1.37,880,22,0
930,35,0,0.912,-2.344,5,1.83,1176,33,0
930,36,21.7,0.839,-1.648,0,1.65,1456,92,0
930,37,10.3,0.78,-1.267,2,2.37,2206,93,0
930,38,0,0.911,-2.33,3,1.69,924,2,0
930,39,37.8,0.805,-1.417,0,1.33,958,80,0
930,40,0,0.637,-0.56,1,0.98,520,0,0
930,41,0,0.891,-2.101,1,1.39,1240,33,0
930,42,98.2,0.921,-2.457,2,1.82,1384,349,0
930,43,0,0.91,-2.309,3,0.73,410,0,0
930,44,0,0.869,-1.891,1,2.3,1574,49,0
930,45,0,0.874,-1.933,5,1.47,967,0,0
930,46,19.8,0.72,-0.946,0,1.46,1377,75,0
930,47,62.6,0.919,-2.431,1,1.51,1191,113,1
930,48,0,0.931,-2.603,1,1.27,834,0,1
930,49,0,0.912,-2.34,3,1.35,916,0,0
930,50,0,0.976,-3.706,2,0.54,332,0,1
935,1,0,0.899,-2.186,1,1.43,899,0,0
935,2,0,0.924,-2.5,2,1.46,885,0,0
935,3,69.5,0.918,-2.413,1,0.82,829,130,0
935,4,27.2,0.343,0.65,0,0.25,372,50,0
935,5,0,0.806,-1.423,4,2.15,1357,47,0
935,6,0,0.862,-1.83,0,1.62,881,0,0
935,7,77.9,0.931,-2.599,1,0.87,783,127,0
935,8,0,0.942,-2.788,2,1.22,646,0,1
935,9,52.8,0.82,-1.518,0,2.33,1435,160,0
935,10,0,0.785,-1.297,3,1.36,855,0,0
935,11,18.4,0.834,-1.613,2,1.44,1390,173,0
935,12,94.2,0.774,-1.23,2,1.07,1144,287,0
935,13,0,0.92,-2.44,1,0.49,413,0,0
935,14,0,0.923,-2.48,3,1.31,687,0,0
935,15,65.6,0.838,-1.643,1,1.75,1304,136,0
935,16,71.4,0.776,-1.24,1,2.23,1330,175,0
935,17,0,0.825,-1.551,4,1.49,950,0,0
935,18,0,0.652,-0.627,2,1.9,821,0,0
935,19,0,0.9,-2.199,1,1.29,871,27,0
935,20,1.4,0.778,-1.253,1,1,725,58,0
935,21,0,0.861,-1.827,4,1.33,834,0,0
935,22,45,0.835,-1.623,1,2.14,1657,132,0
935,23,0,0.92,-2.438,1,0.98,1065,46,0
935,24,0,0.742,-1.055,0,2.05,969,31,0
935,25,0,0.933,-2.63,2,1.13,890,0,1
935,26,0,0.802,-1.4,2,0.76,665,0,0
935,27,0,0.807,-1.428,6,1.53,834,1,0
935,28,0,0.809,-1.445,0,1.06,919,34,0
935,29,0,0.91,-2.318,1,1.24,483,0,0
935,30,0,0.941,-2.771,2,0.41,307,0,1
935,31,0,0.946,-2.864,1,1.03,1176,47,1
935,32,54.9,0.922,-2.474,1,1.68,1596,110,0
935,33,0,0.823,-1.536,4,1.78,984,32,0
935,34,0,0.918,-2.41,1,1.37,880,22,0
935,35,0,0.912,-2.344,5,1.83,1176,33,0
935,36,35.9,0.834,-1.612,0,1.66,1464,107,0
935,37,9.4,0.777,-1.25,2,2.25,2218,93,0
935,38,0,0.911,-2.33,3,1.69,924,2,0
935,39,37.1,0.8,-1.386,0,1.28,965,80,0
935,40,0,0.637,-0.56,1,0.98,520,0,0
935,41,0,0.891,-2.101,1,1.39,1240,33,0
935,42,97.4,0.918,-2.41,1,1.86,1394,349,0
935,43,0,0.91,-2.309,3,0.73,410,0,0
935,44,0,0.869,-1.891,1,2.3,1574,49,0
935,45,0,0.874,-1.933,5,1.47,967,0,0
935,46,19,0.715,-0.921,0,1.47,1384,75,0
935,47,66.2,0.981,-3.931,0,1.45,1199,117,1
935,48,0,0.931,-2.603,1,1.27,834,0,1
935,49,0,0.912,-2.34,3,1.35,916,0,0
935,50,0,0.976,-3.706,2,0.54,332,0,1
940,1,0,0.899,-2.186,1,1.43,899,0,0
940,2,0,0.924,-2.5,2,1.46,885,0,0
940,3,76.5,0.914,-2.369,1,0.8,833,137,0
940,4,26.7,0.338,0.673,0,0.34,374,50,0
940,5,0,0.806,-1.423,4,2.15,1357,47,0
940,6,0,0.862,-1.83,0,1.62,881,0,0
940,7,77.3,0.926,-2.521,1,0.87,788,127,0
940,8,0,0.942,-2.788,2,1.22,646,0,1
940,9,51.9,0.815,-1.484,0,2.28,1446,160,0
940,10,0,0.785,-1.297,3,1.36,855,0,0
940,11,17.6,0.835,-1.62,2,1.43,1397,173,0
940,12,98.9,0.771,-1.214,2,1.07,1149,293,0
940,13,0,0.92,-2.44,1,0.49,413,0,0
940,14,0,0.923,-2.48,3,1.31,687,0,0
940,15,64.9,0.842,-1.672,1,1.63,1313,136,0
940,16,70.4,0.77,-1.21,0,2.16,1341,175,0
940,17,0,0.825,-1.551,4,1.49,950,0,0
940,18,0,0.652,-0.627,2,1.9,821,0,0
940,19,0,0.9,-2.199,1,1.29,871,27,0
940,20,0.7,0.769,-1.201,1,0.99,730,58,0
940,21,0,0.861,-1.827,4,1.33,834,0,0
940,22,44.1,0.833,-1.61,1,2.11,1668,132,0
940,23,0,0.92,-2.438,1,0.98,1065,46,0
940,24,0,0.742,-1.055,0,2.05,969,31,0
940,25,0,0.933,-2.63,2,1.13,890,0,1
940,26,0,0.802,-1.4,2,0.76,665,0,0
940,27,0,0.807,-1.428,6,1.53,834,1,0
940,28,0,0.809,-1.445,0,1.06,919,34,0
940,29,0,0.91,-2.318,1,1.24,483,0,0
940,30,0,0.941,-2.771,2,0.41,307,0,1
940,31,0,0.946,-2.864,1,1.03,1176,47,1
940,32,54.1,0.924,-2.505,1,1.7,1604,110,0
940,33,0,0.823,-1.536,4,1.78,984,32,0
940,34,0,0.918,-2.41,1,1.37,880,22,0
940,35,0,0.912,-2.344,5,1.83,1176,33,0
940,36,50.2,0.829,-1.576,0,1.67,1473,122,0
940,37,12.7,0.768,-1.198,1,2.11,2229,98,0
940,38,0,0.911,-2.33,3,1.69,924,2,0
940,39,36.4,0.795,-1.355,0,1.24,971,80,0
940,40,0,0.637,-0.56,1,0.98,520,0,0
940,41,0,0.891,-2.101,1,1.39,1240,33,0
940,42,96.6,0.918,-2.422,1,1.89,1403,349,0
940,43,0,0.91,-2.309,3,0.73,410,0,0
940,44,0,0.869,-1.891,1,2.3,1574,49,0
940,45,0,0.874,-1.933,5,1.47,967,0,0
940,46,18.3,0.71,-0.897,0,1.47,1392,75,0
940,47,70.1,0.92,-2.437,0,1.33,1205,121,1
940,48,0,0.931,-2.603,1,1.27,834,0,1
940,49,0,0.912,-2.34,3,1.35,916,0,0
940,50,0,0.976,-3.706,2,0.54,332,0,1
945,1,0,0.899,-2.186,1,1.43,899,0,0
945,2,0,0.924,-2.5,2,1.46,885,0,0
945,3,83.5,0.912,-2.343,1,0.77,837,145,0
945,4,26.2,0.333,0.695,0,0.28,375,50,0
945,5,0,0.806,-1.423,4,2.15,1357,47,0
945,6,0,0.862,-1.83,0,1.62,881,0,0
945,7,76.7,0.925,-2.515,1,0.82,792,127,0
945,8,0,0.942,-2.788,2,1.22,646,0,1
945,9,51.1,0.81,-1.451,0,1.88,1456,160,0
945,10,0,0.785,-1.297,3,1.36,855,0,0
945,11,16.9,0.84,-1.656,2,1.43,1404,173,0
945,12,100,0.763,-1.17,2,1.08,1154,297,0
945,13,0,0.92,-2.44,1,0.49,413,0,0
945,14,0,0.923,-2.48,3,1.31,687,0,0
945,15,64.1,0.837,-1.635,1,1.62,1321,136,0
945,16,69.5,0.765,-1.182,0,2.06,1351,175,0
945,17,0,0.825,-1.551,4,1.49,950,0,0
945,18,0,0.652,-0.627,2,1.9,821,0,0
945,19,0,0.9,-2.199,1,1.29,871,27,0
945,20,0.1,0.772,-1.218,2,0.98,735,58,0
945,21,0,0.861,-1.827,4,1.33,834,0,0
945,22,43.3,0.839,-1.652,1,2.08,1678,132,0
945,23,0,0.92,-2.438,1,0.98,1065,46,0
945,24,0,0.742,-1.055,0,2.05,969,31,0
945,25,0,0.933,-2.63,2,1.13,890,0,1
945,26,0,0.802,-1.4,2,0.76,665,0,0
945,27,0,0.807,-1.428,6,1.53,834,1,0
945,28,0,0.809,-1.445,0,1.06,919,34,0
945,29,0,0.91,-2.318,1,1.24,483,0,0
945,30,0,0.941,-2.771,2,0.41,307,0,1
945,31,0,0.946,-2.864,1,1.03,1176,47,1
945,32,53.3,0.921,-2.456,1,1.72,1613,110,0
945,33,0,0.823,-1.536,4,1.78,984,32,0
945,34,0,0.918,-2.41,1,1.37,880,22,0
945,35,0,0.912,-2.344,5,1.83,1176,33,0
945,36,64.4,0.824,-1.541,0,1.64,1481,137,0
945,37,17.5,0.768,-1.198,2,2.03,2239,103,0
945,38,0,0.911,-2.33,3,1.69,924,2,0
945,39,35.7,0.79,-1.324,0,1.2,977,80,0
945,40,0,0.637,-0.56,1,0.98,520,0,0
945,41,0,0.891,-2.101,1,1.39,1240,33,0
945,42,95.8,0.91,-2.319,1,1.92,1413,349,0
945,43,0,0.91,-2.309,3,0.73,410,0,0
945,44,0,0.869,-1.891,1,2.3,1574,49,0
945,45,0,0.874,-1.933,5,1.47,967,0,0
945,46,17.5,0.705,-0.873,0,1.47,1399,75,0
945,47,73.9,0.927,-2.539,0,1.54,1212,126,1
945,48,0,0.931,-2.603,1,1.27,834,0,1
945,49,0,0.912,-2.34,3,1.35,916,0,0
945,50,0,0.976,-3.706,2,0.54,332,0,1
950,1,0,0.899,-2.186,1,1.43,899,0,0
950,2,0,0.924,-2.5,2,1.46,885,0,0
950,3,90.6,0.912,-2.336,1,0.74,840,153,0
950,4,25.7,0.328,0.718,0,0.24,377,50,0
950,5,0,0.806,-1.423,4,2.15,1357,47,0
950,6,0,0.862,-1.83,0,1.62,881,0,0
950,7,76.1,0.919,-2.425,1,0.77,796,127,0
950,8,0,0.942,-2.788,2,1.22,646,0,1
950,9,50.2,0.805,-1.419,0,1.78,1465,160,0
950,10,0,0.785,-1.297,3,1.36,855,0,0
950,11,16.2,0.839,-1.653,2,1.43,1411,173,0
950,12,99.2,0.772,-1.218,1,1.47,1162,297,0
950,13,0,0.92,-2.44,1,0.49,413,0,0
950,14,0,0.923,-2.48,3,1.31,687,0,0
950,15,63.4,0.837,-1.639,1,1.6,1329,136,0
950,16,68.5,0.76,-1.154,0,2.27,1363,175,0
950,17,0,0.825,-1.551,4,1.49,950,0,0
950,18,0,0.652,-0.627,2,1.9,821,0,0
950,19,0,0.9,-2.199,1,1.29,871,27,0
950,20,0,0.772,-1.219,2,0.99,737,58,0
950,21,0,0.861,-1.827,4,1.33,834,0,0
950,22,42.4,0.842,-1.669,1,2.05,1688,132,0
950,23,0,0.92,-2.438,1,0.98,1065,46,0
950,24,0,0.742,-1.055,0,2.05,969,31,0
950,25,0,0.933,-2.63,2,1.13,890,0,1
950,26,0,0.802,-1.4,2,0.76,665,0,0
950,27,0,0.807,-1.428,6,1.53,834,1,0
950,28,0,0.809,-1.445,0,1.06,919,34,0
950,29,0,0.91,-2.318,1,1.24,483,0,0
950,30,0,0.941,-2.771,2,0.41,307,0,1
950,31,0,0.946,-2.864,1,1.03,1176,47,1
950,32,52.5,0.919,-2.431,1,1.74,1622,110,0
950,33,0,0.823,-1.536,4,1.78,984,32,0
950,34,0,0.918,-2.41,1,1.37,880,22,0
950,35,0,0.912,-2.344,5,1.83,1176,33,0
950,36,79.8,0.819,-1.507,0,1.62,1489,153,0
950,37,16.6,0.765,-1.181,1,1.93,2249,103,0
950,38,0,0.911,-2.33,3,1.69,924,2,0
950,39,35,0.785,-1.294,0,1.16,983,80,0
950,40,0,0.637,-0.56,1,0.98,520,0,0
950,41,0,0.891,-2.101,1,1.39,1240,33,0
950,42,94.9,0.912,-2.334,1,1.94,1422,349,0
950,43,0,0.91,-2.309,3,0.73,410,0,0
950,44,0,0.869,-1.891,1,2.3,1574,49,0
950,45,0,0.874,-1.933,5,1.47,967,0,0
950,46,16.8,0.7,-0.849,0,1.47,1406,75,0
950,47,74.5,0.969,-3.452,0,1.52,1220,127,1
950,48,0,0.931,-2.603,1,1.27,834,0,1
950,49,0,0.912,-2.34,3,1.35,916,0,0
950,50,0,0.976,-3.706,2,0.54,332,0,1
955,1,0,0.899,-2.186,1,1.43,899,0,0
955,2,0,0.924,-2.5,2,1.46,885,0,0
955,3,97.6,0.914,-2.366,1,0.71,844,160,0
955,4,25.2,0.323,0.74,0,0.31,378,50,0
955,5,0,0.806,-1.423,4,2.15,1357,47,0
955,6,0,0.862,-1.83,0,1.62,881,0,0
955,7,75.5,0.919,-2.429,1,0.71,800,127,0
955,8,0,0.942,-2.788,2,1.22,646,0,1
955,9,49.4,0.8,-1.388,0,1.67,1473,160,0
955,10,0,0.785,-1.297,3,1.36,855,0,0
955,11,15.4,0.84,-1.66,2,1.43,1418,173,0
955,12,98.5,0.762,-1.166,1,1.43,1169,297,0
955,13,0,0.92,-2.44,1,0.49,413,0,0
955,14,0,0.923,-2.48,3,1.31,687,0,0
955,15,62.6,0.843,-1.684,1,1.58,1337,136,0
955,16,67.6,0.755,-1.127,0,2.19,1374,175,0
955,17,0,0.825,-1.551,4,1.49,950,0,0
955,18,0,0.652,-0.627,2,1.9,821,0,0
955,19,0,0.9,-2.199,1,1.29,871,27,0
955,20,0,0.772,-1.219,2,0.99,737,58,0
955,21,0,0.861,-1.827,4,1.33,834,0,0
955,22,41.5,0.842,-1.673,1,2.01,1698,132,0
955,23,0,0.92,-2.438,1,0.98,1065,46,0
955,24,0,0.742,-1.055,0,2.05,969,31,0
955,25,0,0.933,-2.63,2,1.13,890,0,1
955,26,0,0.802,-1.4,2,0.76,665,0,0
955,27,0,0.807,-1.428,6,1.53,834,1,0
955,28,0,0.809,-1.445,0,1.06,919,34,0
955,29,0,0.91,-2.318,1,1.24,483,0,0
955,30,0,0.941,-2.771,2,0.41,307,0,1
955,31,0,0.946,-2.864,1,1.03,1176,47,1
955,32,51.7,0.919,-2.427,1,1.69,1630,110,0
955,33,0,0.823,-1.536,4,1.78,984,32,0
955,34,0,0.918,-2.41,1,1.37,880,22,0
955,35,0,0.912,-2.344,5,1.83,1176,33,0
955,36,95,0.814,-1.474,0,1.72,1498,169,0
955,37,15.7,0.767,-1.192,1,1.98,2258,103,0
955,38,0,0.911,-2.33,3,1.69,924,2,0
955,39,34.4,0.78,-1.265,0,1.14,989,80,0
955,40,0,0.637,-0.56,1,0.98,520,0,0
955,41,0,0.891,-2.101,1,1.39,1240,33,0
955,42,94.1,0.913,-2.346,1,1.95,1432,349,0
955,43,0,0.91,-2.309,3,0.73,410,0,0
955,44,0,0.869,-1.891,1,2.3,1574,49,0
955,45,0,0.874,-1.933,5,1.47,967,0,0
955,46,16.1,0.695,-0.825,0,1.46,1414,75,0
955,47,73.8,0.963,-3.249,0,1.51,1227,127,1
955,48,0,0.931,-2.603,1,1.27,834,0,1
955,49,0,0.912,-2.34,3,1.35,916,0,0
955,50,0,0.976,-3.706,2,0.54,332,0,1
960,1,0,0.899,-2.186,1,1.43,899,0,0
960,2,0,0.924,-2.5,2,1.46,885,0,0
960,3,100,0.911,-2.323,1,0.69,847,168,0
960,4,24.7,0.318,0.763,0,0.26,380,50,0
960,5,0,0.806,-1.423,4,2.15,1357,47,0
960,6,0,0.862,-1.83,0,1.62,881,0,0
960,7,75,0.916,-2.388,1,0.67,803,127,0
960,8,0,0.942,-2.788,2,1.22,646,0,1
960,9,48.7,0.795,-1.357,0,1.56,1481,160,0
960,10,0,0.785,-1.297,3,1.36,855,0,0
960,11,14.7,0.836,-1.631,2,1.43,1426,173,0
960,12,97.7,0.764,-1.176,2,1.39,1176,297,0
960,13,0,0.92,-2.44,1,0.49,413,0,0
960,14,0,0.923,-2.48,3,1.31,687,0,0
960,15,61.9,0.838,-1.643,1,1.58,1345,136,0
960,16,66.7,0.758,-1.14,1,2.09,1384,175,0
960,17,0,0.825,-1.551,4,1.49,950,0,0
960,18,0,0.652,-0.627,2,1.9,821,0,0
960,19,0,0.9,-2.199,1,1.29,871,27,0
960,20,0,0.772,-1.219,2,0.99,737,58,0
960,21,0,0.861,-1.827,4,1.33,834,0,0
960,22,40.7,0.833,-1.609,1,1.99,1708,132,0
960,23,0,0.92,-2.438,1,0.98,1065,46,0
960,24,0,0.742,-1.055,0,2.05,969,31,0
960,25,0,0.933,-2.63,2,1.13,890,0,1
960,26,0,0.802,-1.4,2,0.76,665,0,0
960,27,0,0.807,-1.428,6,1.53,834,1,0
960,28,0,0.809,-1.445,0,1.06,919,34,0
960,29,0,0.91,-2.318,1,1.24,483,0,0
960,30,0,0.941,-2.771,2,0.41,307,0,1
960,31,0,0.946,-2.864,1,1.03,1176,47,1
960,32,50.9,0.919,-2.431,1,1.69,1639,110,0
960,33,0,0.823,-1.536,4,1.78,984,32,0
960,34,0,0.918,-2.41,1,1.37,880,22,0
960,35,0,0.912,-2.344,5,1.83,1176,33,0
960,36,100,0.809,-1.441,0,1.83,1507,187,0
960,37,14.9,0.764,-1.176,1,2.07,2269,103,0
960,38,0,0.911,-2.33,3,1.69,924,2,0
960,39,33.7,0.775,-1.236,0,1.11,994,80,0
960,40,0,0.637,-0.56,1,0.98,520,0,0
960,41,0,0.891,-2.101,1,1.39,1240,33,0
960,42,93.2,0.918,-2.41,1,1.95,1442,349,0
960,43,0,0.91,-2.309,3,0.73,410,0,0
960,44,0,0.869,-1.891,1,2.3,1574,49,0
960,45,0,0.874,-1.933,5,1.47,967,0,0
960,46,15.3,0.69,-0.801,0,1.45,1421,75,0
960,47,73.1,0.941,-2.77,0,1.5,1235,127,1
960,48,0,0.931,-2.603,1,1.27,834,0,1
960,49,0,0.912,-2.34,3,1.35,916,0,0
960,50,0,0.976,-3.706,2,0.54,332,0,1
965,1,0,0.899,-2.186,1,1.43,899,0,0
965,2,0,0.924,-2.5,2,1.46,885,0,0
965,3,100,0.916,-2.393,1,0.67,851,175,0
965,4,24.3,0.313,0.787,0,0.22,381,50,0
965,5,0,0.806,-1.423,4,2.15,1357,47,0
965,6,0,0.862,-1.83,0,1.62,881,0,0
965,7,74.4,0.916,-2.386,1,0.67,806,127,0
965,8,0,0.942,-2.788,2,1.22,646,0,1
965,9,47.9,0.79,-1.326,0,1.45,1489,160,0
965,10,0,0.785,-1.297,3,1.36,855,0,0
965,11,13.9,0.837,-1.637,2,1.43,1433,173,0
965,12,97,0.759,-1.145,2,1.35,1183,297,0
965,13,0,0.92,-2.44,1,0.49,413,0,0
965,14,0,0.923,-2.48,3,1.31,687,0,0
965,15,61.2,0.833,-1.606,1,1.57,1353,136,0
965,16,65.8,0.757,-1.135,1,1.96,1394,175,0
965,17,0,0.825,-1.551,4,1.49,950,0,0
965,18,0,0.652,-0.627,2,1.9,821,0,0
965,19,0,0.9,-2.199,1,1.29,871,27,0
965,20,0,0.772,-1.219,2,0.99,737,58,0
965,21,0,0.861,-1.827,4,1.33,834,0,0
965,22,43.5,0.833,-1.605,1,1.97,1718,136,0
965,23,0,0.92,-2.438,1,0.98,1065,46,0
965,24,0,0.742,-1.055,0,2.05,969,31,0
965,25,0,0.933,-2.63,2,1.13,890,0,1
965,26,0,0.802,-1.4,2,0.76,665,0,0
965,27,0,0.807,-1.428,6,1.53,834,1,0
965,28,0,0.809,-1.445,0,1.06,919,34,0
965,29,0,0.91,-2.318,1,1.24,483,0,0
965,30,0,0.941,-2.771,2,0.41,307,0,1
965,31,0,0.946,-2.864,1,1.03,1176,47,1
965,32,50.2,0.917,-2.406,1,1.68,1647,110,0
965,33,0,0.823,-1.536,4,1.78,984,32,0
965,34,0,0.918,-2.41,1,1.37,880,22,0
965,35,0,0.912,-2.344,5,1.83,1176,33,0
965,36,100,0.804,-1.409,0,1.92,1516,206,0
965,37,14,0.76,-1.152,1,2.15,2279,103,0
965,38,0,0.911,-2.33,3,1.69,924,2,0
965,39,33,0.77,-1.208,0,1.09,1000,80,0
965,40,0,0.637,-0.56,1,0.98,520,0,0
965,41,0,0.891,-2.101,1,1.39,1240,33,0
965,42,92.4,0.916,-2.389,1,1.94,1451,349,0
965,43,0,0.91,-2.309,3,0.73,410,0,0
965,44,0,0.869,-1.891,1,2.3,1574,49,0
965,45,0,0.874,-1.933,5,1.47,967,0,0
965,46,14.6,0.685,-0.778,0,1.43,1428,75,0
965,47,72.4,0.951,-2.973,0,1.49,1242,127,1
965,48,0,0.931,-2.603,1,1.27,834,0,1
965,49,0,0.912,-2.34,3,1.35,916,0,0
965,50,0,0.976,-3.706,2,0.54,332,0,1
970,1,0,0.899,-2.186,1,1.43,899,0,0
970,2,0,0.924,-2.5,2,1.46,885,0,0
970,3,100,0.911,-2.327,1,0.65,854,182,0
970,4,23.8,0.308,0.81,0,0.28,382,50,0
970,5,0,0.806,-1.423,4,2.15,1357,47,0
970,6,0,0.862,-1.83,0,1.62,881,0,0
970,7,73.8,0.914,-2.368,1,1.01,810,127,0
970,8,0,0.942,-2.788,2,1.22,646,0,1
970,9,47.2,0.785,-1.296,0,1.37,1496,160,0
970,10,0,0.785,-1.297,3,1.36,855,0,0
970,11,13.2,0.835,-1.619,1,1.43,1440,173,0
970,12,96.3,0.762,-1.166,2,1.31,1189,297,0
970,13,0,0.92,-2.44,1,0.49,413,0,0
970,14,0,0.923,-2.48,3,1.31,687,0,0
970,15,60.4,0.828,-1.57,0,1.58,1361,136,0
970,16,64.9,0.762,-1.161,1,1.84,1404,175,0
970,17,0,0.825,-1.551,4,1.49,950,0,0
970,18,0,0.652,-0.627,2,1.9,821,0,0
970,19,0,0.9,-2.199,1,1.29,871,27,0
970,20,0,0.772,-1.219,2,0.99,737,58,0
970,21,0,0.861,-1.827,4,1.33,834,0,0
970,22,48.8,0.835,-1.624,1,1.97,1728,142,0
970,23,0,0.92,-2.438,1,0.98,1065,46,0
970,24,0,0.742,-1.055,0,2.05,969,31,0
970,25,0,0.933,-2.63,2,1.13,890,0,1
970,26,0,0.802,-1.4,2,0.76,665,0,0
970,27,0,0.807,-1.428,6,1.53,834,1,0
970,28,0,0.809,-1.445,0,1.06,919,34,0
970,29,0,0.91,-2.318,1,1.24,483,0,0
970,30,0,0.941,-2.771,2,0.41,307,0,1
970,31,0,0.946,-2.864,1,1.03,1176,47,1
970,32,49.4,0.918,-2.419,1,1.67,1655,110,0
970,33,0,0.823,-1.536,4,1.78,984,32,0
970,34,0,0.918,-2.41,1,1.37,880,22,0
970,35,0,0.912,-2.344,5,1.83,1176,33,0
970,36,100,0.799,-1.378,0,1.63,1524,221,0
